title,company,location,count,Job,JobType
Data Science Internship - Summer 2020,Etsy,"New York, NY",1,Job_969,Entry
"Data Scientist, Alexa Shopping","Amazon.com Services, Inc.","Seattle, WA",1,Job_970,Junior
Data Scientist,Advan Research Corporation,"New York, NY",1,Job_971,Junior
Data Scientist,National Oilwell Varco,"Houston, TX",1,Job_972,Junior
"Data Scientist, Perception",Snapchat,"New York, NY",1,Job_973,Junior
Data Scientist - Value-Based Care,IMPAQ International,NA,1,Job_974,Junior
Data Scientist,Cox Automotive,"Atlanta, GA",1,Job_975,Junior
Principle Manufacturing Data Scientist,Stanley Black & Decker,"Hartford, CT",1,Job_976,Junior
Data Scientist,Cognitio,"Reston, VA",1,Job_977,Junior
Data Scientist - Chemical Synthesis,AstraZeneca,NA,1,Job_978,Junior
Data Scientist,Pokemon Company International,"Bellevue, WA",1,Job_979,Junior
Data Scientist/Data Analytics Practitioner,Noblis,"Bridgeport, WV",1,Job_980,Junior
Senior Data Scientist,Data Ninjas Inc,"Colorado Springs, CO",1,Job_981,Senior
Chemometrician/Chemical Data Scientist,"Signature Science, LLC","Austin, TX",1,Job_982,Junior
Data Scientist,Bolt,"San Francisco, CA",1,Job_983,Junior
Data Scientist,Enable Data,"Minneapolis, MN",1,Job_984,Junior
Motif Capital – Data Scientist,Motif Investing,"San Mateo, CA",1,Job_985,Junior
Data Scientist,Dentsu Aegis Network,"New York, NY",1,Job_986,Junior
Data Scientist,Insurity,"Denver, CO",1,Job_987,Junior
Senior Data & Applied Scientist,Microsoft,"Redmond, WA",1,Job_988,Senior
"Embedded Escalation Engineer, Machine Learning",Microsoft,"Charlotte, NC",1,Job_989,Junior
Data Scientist - Deep Learning,Verb Surgical,"Mountain View, CA",1,Job_990,Junior
Big Data Archtiect,Cognizant Technology Solutions,"Raleigh, NC",1,Job_991,Junior
Sr. Data Scientist,FreightWaves,"Chattanooga, TN",1,Job_992,Senior
Sr. Data Scientist,INCATech LLC,"Reston, VA",1,Job_993,Senior
Data Scientist - Intermediate,Pacific Northwest National Laboratory,"Richland, WA",1,Job_994,Junior
Data Scientist,Ford Motor Company,"Dearborn, MI",1,Job_995,Junior
Data Scientist,SAIC,"Chantilly, VA",1,Job_996,Junior
Customer Service Specialist II - Vital Statistics Program,King County,NA,1,Job_997,Junior
Data Scientist,ProQuest LLC,"Ann Arbor, MI",1,Job_998,Junior
Data/AI Scientist - Spécialiste données et intelligence arti...,WTS Paradigm,"Montreal, WI",1,Job_999,Junior
Senior Data Scientist,Ayata,"Manchaca, TX",1,Job_1000,Senior
STAFF DATA SCIENTIST ADVANCE TECHNOLOGY,Collins Aerospace,"Burnsville, MN",1,Job_1001,Junior
Sr. Data Scientist - Secret,Deloitte,"Arlington, VA",1,Job_1002,Senior
"Head Data Scientist – NLP lead, Novartis AI Innovation Lab",Novartis,"Cambridge, MA",1,Job_1003,Junior
DATA SCIENCE INTERN,Inspire Brands,"Atlanta, GA",1,Job_1004,Entry
Computer Vision Scientist,Mitre Corporation,"McLean, VA",1,Job_1005,Junior
2020 Data Science Fellowship,Institute for Defense Analyses,"Alexandria, VA",1,Job_1006,Junior
Data Scientist,Quartet Health,"New York, NY",1,Job_1007,Junior
DATA SCIENTIST,Big Bright International,"Chicago, IL",1,Job_1008,Junior
Data Scientist,CompuForce,"New York, NY",1,Job_1009,Junior
Data Scientist,New York City Council,"New York, NY",1,Job_1010,Junior
Summer 2020 Data Science Internship at The Wall Street Journ...,Dow Jones,"New York, NY",1,Job_1011,Entry
Cleared Data Scientist,Leading Path Consulting,"Reston, VA",1,Job_1012,Junior
Data Scientist,Upstart,"Columbus, OH",1,Job_1013,Junior
Data Analytics Lead,"GreenZone Solutions, Inc.","Washington, DC",1,Job_1014,Junior
Machine Learning Scientist – AAV engineering; Data Team,Dyno Therapeutics,"Cambridge, MA",1,Job_1015,Junior
Data Scientist,Crossover Health,"San Clemente, CA",1,Job_1016,Junior
"Data Scientist, Online",The Home Depot,"Atlanta, GA",1,Job_1017,Junior
Jr. Data Scientist - Technology Associate Program,Chubb,"Jersey City, NJ",1,Job_1018,Junior
Data Scientist,Data Quantist,"Austin, TX",1,Job_1019,Junior
Data Scientist,NeuroSoph,"Boston, MA",1,Job_1020,Junior
Data Scientist,Applied Memetics LLC,"Arlington, VA",1,Job_1021,Junior
Senior Data Scientist,Slice,"New York, NY",1,Job_1022,Senior
Data Scientist (Intern) - United States,Cisco Careers,"San Jose, CA",1,Job_1023,Entry
Data Scientist,Etiometry,"Boston, MA",1,Job_1024,Junior
Junior Data Scientist,DataSprouts,"Bloomington, IN",1,Job_1025,Junior
Data Scientist - Intern,Heartland,"Edmond, OK",1,Job_1026,Entry
Data Scientist,Shareablee,"New York, NY",1,Job_1027,Junior
Data Science And Resource Manager,Wowza Media Systems,"Golden, CO",1,Job_1028,Junior
Clinical Data Scientist,UTMB,"Galveston, TX",1,Job_1029,Junior
Data Scientist,Global Data Analytics,"Pittsburgh, PA",1,Job_1030,Junior
Senior Data Scientist,Abbott Laboratories,"Plano, TX",1,Job_1031,Senior
AI Senior Data Scientist,"Anthem, Inc.",NA,1,Job_1032,Senior
Senior Data Analyst,Steritech,"Charlotte, NC",1,Job_1033,Senior
Health Data Scientist - Biomedical,Evidation,"Santa Barbara, CA",1,Job_1034,Junior
Bioinformatician/Data Scientist,Cygnal,"Cambridge, MA",1,Job_1035,Junior
Data Scientist,Chenega Corporation,"Springfield, VA",1,Job_1036,Junior
"Data Scientist, Non-clinical Biostatistics",Camp4,"Cambridge, MA",1,Job_1037,Junior
Data Scientist,devwrx,"Chicago, IL",1,Job_1038,Junior
Data Scientist Asc,LOCKHEED MARTIN CORPORATION,"Stratford, CT",1,Job_1039,Junior
Data Scientist I,National Commission on Certification of Physician...,"Johns Creek, GA",1,Job_1040,Junior
"Data Scientist Researcher- Houston, TX",Shell,"Houston, TX",1,Job_1041,Junior
Data Scientist,eureka strategic consulting,"Columbia, MD",1,Job_1042,Junior
Data Sciences & AI Graduate Programme - US,AstraZeneca,"Waltham, MA",1,Job_1043,Junior
FY20 Intern Conversion: Data Scientist,Walmart eCommerce,"San Bruno, CA",1,Job_1044,Entry
AI Algorithm Researcher/Engineer,Kwai Technology,"Palo Alto, CA",1,Job_1045,Junior
Sr. Data Scientist,"Amazon.com Services, Inc.","Herndon, VA",1,Job_1046,Senior
Statistical Programmer,"CTI Clinical Trial Services, Inc","Raleigh, NC",1,Job_1047,Junior
Data Engineer,Deep 6 AI,"Pasadena, CA",1,Job_1048,Junior
Data Scientist,Auriga Polymers Inc.,NA,1,Job_1049,Junior
Data Scientist,JLG,"Hagerstown, MD",1,Job_1050,Junior
Senior Data Scientist,XOR Security,"Chantilly, VA",1,Job_1051,Senior
Senior Data Scientist: Causal & Predictive analytics AI Inno...,Novartis,"Cambridge, MA",1,Job_1052,Senior
Data Engineering Intern (Summer 2020),Collins Aerospace,"Cedar Rapids, IA",1,Job_1053,Entry
Data Scientist (BS/MS/PhD),ExxonMobil,"Houston, TX",1,Job_1054,Junior
"Senior Data Scientist – Gen Chem, Novartis AI Innovation Lab",Novartis,"Cambridge, MA",1,Job_1055,Senior
"Data Scientist, Digital Machine Learning",Capital One - US,"Vienna, VA",1,Job_1056,Junior
Principal Data Scientist,Microsoft,"Bellevue, WA",1,Job_1057,Junior
Data Scientist (CI 001/DBE3),Scientific Systems and Software International Corp...,"Baltimore, MD",1,Job_1058,Junior
Data Scientist - Retail Analytics,Regions Bank,"Hoover, AL",1,Job_1059,Junior
Data Scientist Technical Specialist,Peraton,"Chantilly, VA",1,Job_1060,Junior
Technical Rotation Program-Data Scientist,"Lexmark International, Inc.","Lexington, KY",1,Job_1061,Junior
Post Doctoral Planetary Data Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",1,Job_1062,Junior
Data Scientist (Top Secret),NT Concepts,"Vienna, VA",1,Job_1063,Junior
Senior Data Scientist,Metis,"San Francisco, CA",1,Job_1064,Senior
"Senior Data Scientist – Visualization, Novartis AI Innovatio...",Novartis,"Cambridge, MA",1,Job_1065,Senior
Senior Data Scientist,Equifax,"Atlanta, GA",1,Job_1066,Senior
2020 University Intern - Data Scientist/Analytics,Phillips 66,"Houston, TX",1,Job_1067,Entry
Data Analyst I - Data Entry,Juristat,"Louis, MO",1,Job_1068,Entry
Data Scientist,Hertz,"Estero, FL",1,Job_1069,Junior
Data Scientist,XStream Trucking,"Redwood City, CA",1,Job_1070,Junior
Data Scientist,"Twitch Interactive, Inc.","San Francisco, CA",1,Job_1071,Junior
"Data Scientist, OCI",Oracle,"Culver City, CA",1,Job_1072,Junior
Data Scientist,Abstract Tokenization,"Seattle, WA",1,Job_1073,Junior
CIB data+design - Data Scientist - VP,JP Morgan Chase,"New York, NY",1,Job_1074,Junior
Data Scientist,Manulife,"Boston, MA",1,Job_1075,Junior
Data Scientist,Abercrombie and Fitch Co.,"Columbus, OH",1,Job_1076,Junior
Machine Learning Consultant,Forest Learning Co.,"Denver, CO",1,Job_1077,Junior
"Data Scientist, Principal",XPO Logistics,"Ann Arbor, MI",1,Job_1078,Junior
Data Scientist -Advanced Marketing Analytics,Spotify,"New York, NY",1,Job_1079,Junior
Data Engineer / Scientist,Skyline AI,"New York, NY",1,Job_1080,Junior
Lead Machine Learning Researcher,Diassu Software,"Crystal City, VA",1,Job_1081,Junior
Data Scientist/Data Science Instructor,NYC Data Science Academy,"New York, NY",1,Job_1082,Junior
Lead Data Scientist & Developer,Thrive Commerce,"Philadelphia, PA",1,Job_1083,Junior
Siri - ML Engineer - Data Organization,Apple,"Santa Clara Valley, CA",1,Job_1084,Junior
Data Scientist – Customer Science,Jet.com,"Hoboken, NJ",1,Job_1085,Junior
Machine Learning Engineer( Data Science ),Numero Data LLC,"Herndon, VA",1,Job_1086,Junior
Data Scientist II,Cox Automotive,"Atlanta, GA",1,Job_1087,Junior
Data Scientist,Applus,"Sugar Land, TX",1,Job_1088,Junior
Data Scientist,InsuraMatch,"Boston, MA",1,Job_1089,Junior
Senior Data Scientist,NBCUniversal,"New York, NY",1,Job_1090,Senior
Data Scientist,Voloridge Investment Management,"Jupiter, FL",1,Job_1091,Junior
Data Scientist II (Seattle),Hotwire,"Seattle, WA",1,Job_1092,Junior
Senior Data Scientist-Healthcare Outcomes,Cigna,NA,1,Job_1093,Senior
Data Scientist,Crowley,"Jacksonville, FL",1,Job_1094,Junior
Data Scientist,UST Global,"Aliso Viejo, CA",1,Job_1095,Junior
Data Scientist/Sr. Scientific Programmer (Researcher 6),University of Minnesota,"Minneapolis, MN",1,Job_1096,Senior
Associate Data Scientist,Swing Education,"San Mateo, CA",1,Job_1097,Junior
Data Scientist,Facebook,"Menlo Park, CA",1,Job_1098,Junior
Machine Learning Data Scientist,Wayfair,"Boston, MA",1,Job_1099,Junior
"Data Scientist, Analytics, Intern (PhD)",Facebook,"New York, NY",1,Job_1100,Entry
Data Scientist,New York City DEPT OF INFO TECH & TELECOMM,"Manhattan, NY",1,Job_1101,Junior
Intelligence/ Data Scientist Level 1,"Sentar, Inc.","Honolulu, HI",1,Job_1102,Junior
Data Scientist,Snapiotech.,"Cumming, GA",1,Job_1103,Junior
Data Scientist - Customer Analytics,Walmart,"San Bruno, CA",1,Job_1104,Junior
Data Scientist,Royal Caribbean Cruises Ltd.,"Miami, FL",1,Job_1105,Junior
Data Scientist,Transamerica,"Denver, CO",1,Job_1106,Junior
Data Scientist I,Jet Propulsion Laboratory,"La Cañada Flintridge, CA",1,Job_1107,Junior
"Data Scientist, Marketing",Capital One - US,"McLean, VA",1,Job_1108,Junior
Data Scientist I,Frederick National Laboratory,"San Francisco, CA",1,Job_1109,Junior
Data Scientist,Marathon Petroleum Corporation,"Findlay, OH",1,Job_1110,Junior
Data Scientist - AI/ML - Media & Entertainment,"Amazon Web Services, Inc.",NA,1,Job_1111,Junior
Assistant Ecological Data Scientist,Battelle,"Boulder, CO",1,Job_1112,Junior
Data Scientist,University of North Texas,"Denton, TX",1,Job_1113,Junior
Data Scientist,Adobe,"Boston, MA",1,Job_1114,Junior
Data Scientist,Schneider National,"Green Bay, WI",1,Job_1115,Junior
Data Scientist,Revlon,"New York, NY",1,Job_1116,Junior
Data Scientist,SoftVision - North America & UK,"New York, NY",1,Job_1117,Junior
Analytics Data Scientist Intern,Cleveland Clinic,"Independence, OH",1,Job_1118,Entry
Sr. Data Scientist,CarMax,"Richmond, VA",1,Job_1119,Senior
Data Scientist - Medicaid Fraud Control Unit (NYC),"Attorney General, Office of the","New York, NY",1,Job_1120,Junior
Product Data Scientist,"Amazon.com Services, Inc.","Seattle, WA",1,Job_1121,Junior
Vans Associate Data Scientist,Vans,"Costa Mesa, CA",1,Job_1122,Junior
Data Scientist,Mindstrong,"Mountain View, CA",1,Job_1123,Junior
Senior Data Scientist,IQVIA,"Durham, NC",1,Job_1124,Senior
Data Scientist,eTek IT Service,"Bradenton, FL",1,Job_1125,Junior
Senior Data Scientist,Collins Aerospace,"Rockford, IL",1,Job_1126,Senior
Data Scientist - Global Research & Analytic Development,Nielsen,"Needham, MA",1,Job_1127,Junior
Data Scientist,Elutions,"Delafield, WI",1,Job_1128,Junior
Global Data Scientist,Innovations for Poverty,"Washington, DC",1,Job_1129,Junior
Marketing Campaign Analytics Data Scientist - Consumer Bank,Chase,"Columbus, OH",1,Job_1130,Junior
Data Scientist,Nearpod,"Brooklyn, NY",1,Job_1131,Junior
DATA SCIENTIST,University of Washington,"Seattle, WA",1,Job_1132,Junior
Data Scientist,Apple,"Santa Clara Valley, CA",1,Job_1133,Junior
Data Scientist,Clarabridge,"Reston, VA",1,Job_1134,Junior
Data Scientist - Forecasting,goPuff,"Philadelphia, PA",1,Job_1135,Junior
Visualizatior* - Data Scientist,Huntington Ingalls Industries (HII-MDIS),"Fort Meade, MD",1,Job_1136,Junior
"Data Scientist, Lead",Booz Allen Hamilton,"Alexandria, VA",1,Job_1137,Junior
Associate Data Scientist/Data Scientist,PPL Corporation,"Allentown, PA",1,Job_1138,Junior
Data Scientist,"Continental Finance Company, LLC","Wilmington, DE",1,Job_1139,Junior
Data Scientist,Maxar Technologies,"Herndon, VA",1,Job_1140,Junior
Data Scientist - Bioinformatics,Transamerica,"Denver, CO",1,Job_1141,Junior
Data Scientist,CGG,"Houston, TX",1,Job_1142,Junior
Data Scientist,Precima,"Chicago, IL",1,Job_1143,Junior
Data Scientist,Micron,"San Jose, CA",1,Job_1144,Junior
Data Scientists – Machine Learning,Brielle Technologies,"Alpharetta, GA",1,Job_1145,Junior
Data Scientist,Psyonix,"San Diego, CA",1,Job_1146,Junior
Data Scientist,University Hospital,"Newark, NJ",1,Job_1147,Junior
Data Scientist-Talent Analytcs,Mercy Health,"Chesterfield, MO",1,Job_1148,Junior
Data Scientist - ML/AI,Getty Images,"New York, NY",1,Job_1149,Junior
Data Scientist,SelectMinds,"Houston, TX",1,Job_1150,Junior
"Data Scientist, Senior",Booz Allen Hamilton,"Denver, CO",1,Job_1151,Senior
Data Scientist Internship,Equifax,"Atlanta, GA",1,Job_1152,Entry
Data Scientist,Cottonwood Financial,"Irving, TX",1,Job_1153,Junior
Part-Time Deep Learning Software Developer,Penn State University,"University Park, PA",1,Job_1154,Junior
Operations Research Analyst / Data Scientist,Advanced Sciences and Technologies (AS&T),"Warrenton, VA",1,Job_1155,Junior
Data Scientist - Performance Profiling,Amazon Robotics LLC,"North Reading, MA",1,Job_1156,Junior
Data Modeler/Data Scientist,Royce Geospatial,"Springfield, VA",1,Job_1157,Junior
Data Scientist,"Exscribe, Inc.","Bethlehem, PA",1,Job_1158,Junior
Data Scientist – Personalization,Spotify,"Boston, MA",1,Job_1159,Junior
Data Scientist,The Learning Corp,"Newton, MA",1,Job_1160,Junior
DATA SCIENTIST-GENOMICS,University of Alabama at Birmingham,"Birmingham, AL",1,Job_1161,Junior
"Data Scientist, Snap Games",Snapchat,"Los Angeles, CA",1,Job_1162,Junior
DATA SCIENTIST,T and T Consulting Services Inc,"Falls Church, VA",1,Job_1163,Junior
Data Scientist,ShowClix Inc.,"Pittsburgh, PA",1,Job_1164,Junior
Sr. Data Scientist,Somshay LLC,"Irving, TX",1,Job_1165,Senior
Data Scientist,International Services Management,"Pittsburgh, PA",1,Job_1166,Junior
Chief Data Scientist,Love Justice International,"Denver, CO",1,Job_1167,Junior
Lead Data Scientist,Raybeam,"Mountain View, CA",1,Job_1168,Junior
Research Intern - Machine Learning,Microsoft,"Cambridge, MA",1,Job_1169,Entry
Senior Data Scientist,Strivr,"Menlo Park, CA",1,Job_1170,Senior
Data Scientist for Growing Internet of Things Company,Veracity Wireless,"San Diego, CA",1,Job_1171,Entry
Head of Scientific Data Provisioning,AstraZeneca,"Cambridge, MD",1,Job_1172,Junior
Applied Data Scientist,Yelp,"San Francisco, CA",1,Job_1173,Junior
Data Scientist,QRC Technologies,"Fredericksburg, VA",1,Job_1174,Junior
Data Scientist,Fabuwood Cabinetry Corp.,NA,1,Job_1175,Junior
Data Scientist,Nielsen,"Tampa, FL",1,Job_1176,Junior
Data Scientist,Sensor Tower,"San Francisco, CA",1,Job_1177,Junior
Data Scientist,Roku,"Santa Monica, CA",1,Job_1178,Junior
"Data Scientist, Analytics",Venmo,"New York, NY",1,Job_1179,Junior
Data Scientist,"Inscopix, Inc.","Palo Alto, CA",1,Job_1180,Junior
Data Scientist,Teespring,"San Francisco, CA",1,Job_1181,Junior
Data Scientist / ML Engineer,pulseData,"New York, NY",1,Job_1182,Junior
Image Analysis Data Scientist,Indigo,"Boston, MA",1,Job_1183,Junior
Data Visualization Data Scientist- Audit,Capital One - US,"McLean, VA",1,Job_1184,Junior
Principal Imaging Data Scientist,AstraZeneca,"Gaithersburg, MD",1,Job_1185,Junior
Qualitative Data Scientist 1,Salt Lake Community College,"Salt Lake City, UT",1,Job_1186,Junior
Senior Data Scientist,Digitas,"New York, NY",1,Job_1187,Senior
Data Scientist,Maine Technology Users Group,"Berwick, ME",1,Job_1188,Junior
Data Scientist-Master’s Degree Internship,Procter and Gamble,"Cincinnati, OH",1,Job_1189,Entry
Junior Data Scientist,"CGI Group, Inc.","Arlington, VA",1,Job_1190,Junior
Data Scientist,Root Insurance Company,"Columbus, OH",1,Job_1191,Junior
Data Scientist (Early career/ Mid-level/ Senior),KSM Consulting,"Indianapolis, IN",1,Job_1192,Senior
Data Scientist,Miles,"Redwood City, CA",1,Job_1193,Junior
Data Scientist,DeepHealth,"Cambridge, MA",1,Job_1194,Junior
Junior Data Scientist,CGI Veterans Jobs,"Arlington, VA",1,Job_1195,Junior
Data Scientist,Excella Consulting,"Arlington, VA",1,Job_1196,Junior
Staff Data Scientist - Machine Learning,The Walmart eCommerce Family of Brands,"New York, NY",1,Job_1197,Junior
Sr. Data Scientist,"Amazon.com Services, Inc.","Seattle, WA",1,Job_1198,Senior
Data Scientist,VROOM,"New York, NY",1,Job_1199,Junior
Data Scientist,Twitch,"San Francisco, CA",1,Job_1200,Junior
Data Scientist,"Two Sigma Investments, LLC.","New York, NY",1,Job_1201,Junior
People Data Scientist,Dropbox,"San Francisco, CA",1,Job_1202,Junior
Internship Opportunities for PhD Students: Data & Applied Sc...,Microsoft,"Redmond, WA",1,Job_1203,Entry
SR DATA SCIENTIST,Johnson & Johnson Family of Companies,"Spring House, PA",1,Job_1204,Junior
Clinical Informatics Data Scientist,Valley Children's Healthcare,"Madera, CA",1,Job_1205,Junior
Data Scientist / Developer (Junior to Mid-Level),"ASR Analytics, LLC","Washington, DC",1,Job_1206,Junior
Data Scientist,IT Concepts Inc.,"Vienna, VA",1,Job_1207,Junior
Machine Learning Scientist,"TAO Connect, Inc.","Saint Petersburg, FL",1,Job_1208,Junior
EPM - Machine Learning Platform,Apple,"Seattle, WA",1,Job_1209,Junior
Data Scientist - Performance Systems Engineering,Mitre Corporation,"McLean, VA",1,Job_1210,Junior
Language Data Analyst,TransPerfect,"Tempe, AZ",1,Job_1211,Junior
"Siri - Embedded Data Scientist, Data Organization",Apple,"Pittsburgh, PA",1,Job_1212,Junior
Field Data Scientist,"ADARA, Inc.","New York, NY",1,Job_1213,Junior
Sr. Data Scientist,Retrace Labs,"San Francisco, CA",1,Job_1214,Senior
Data Scientist,Mercer University,"Macon, GA",1,Job_1215,Junior
Data & Operation Analyst,Davis-Ulmer Sprinkler Co,"Albany, NY",1,Job_1216,Junior
Chief Data Scientist,BAE Systems,"Reston, VA",1,Job_1217,Junior
Senior Data Scientist,Juvo,"San Francisco, CA",1,Job_1218,Senior
Data Science Consultant,NC State University,"Raleigh, NC",1,Job_1219,Junior
Data Scientist,Silicon Valley Bank,"Tempe, AZ",1,Job_1220,Junior
Data Scientist,Joby Aviation,"San Carlos, CA",1,Job_1221,Junior
Data Scientist,Rubicon Project,"Boston, MA",1,Job_1222,Junior
Data Scientist,BICP,"San Francisco, CA",1,Job_1223,Junior
Senior Data Scientist,Kognetics,"Gahanna, OH",1,Job_1224,Senior
"Data Scientist in Broomfield, CO",Comcentric,"Broomfield, CO",1,Job_1225,Junior
Data Scientist,Cerner Corporation,"Kansas City, MO",1,Job_1226,Junior
Data Analyst/Scientist,DXC,NA,1,Job_1227,Junior
Data Scientist,Shutterfly,"Redwood City, CA",1,Job_1228,Junior
Senior Data Scientist,Proofpoint,"Durham, NC",1,Job_1229,Senior
Data Scientist,Diamond Resorts,"Orlando, FL",1,Job_1230,Junior
Data Scientist in Applied Artificial Intelligence,Codazen,"Salt Lake City, UT",1,Job_1231,Junior
Data Decision Scientist - New Products,Purchasing Power,"Atlanta, GA",1,Job_1232,Junior
Data Scientist,Aon,"Boston, MA",1,Job_1233,Junior
Data Scientist / Machine Learning Engineer,Ibotta,"Denver, CO",1,Job_1234,Junior
Data Scientist,Momentum Solar,"South Plainfield, NJ",1,Job_1235,Junior
Data Engineer – Logs,PERITUS.AI,"Palo Alto, CA",1,Job_1236,Junior
Machine Learning Software Intern,Cadence Design Systems,"Pittsburgh, PA",1,Job_1237,Entry
Senior Data Scientist,SwineTech,"Cedar Rapids, IA",1,Job_1238,Senior
Sr Data Scientist,SAS Institute,"Cary, NC",1,Job_1239,Junior
Data Scientist,"Vadata, Inc.","Denver, CO",1,Job_1240,Junior
Machine Learning Intern,TechFolds,NA,1,Job_1241,Entry
Research Associate - Data Science,Institute for Defense Analyses,"Washington, DC",1,Job_1242,Junior
Data Scientist,SparkCognition,"Austin, TX",1,Job_1243,Junior
Process Analyst/Data Scientist Internship,"Master Electronics, Inc.","Phoenix, AZ",1,Job_1244,Entry
Data Scientist,Guardian Eagle,"Boca Raton, FL",1,Job_1245,Junior
Data Scientist,CBRE,"Seattle, WA",1,Job_1246,Junior
Senior Data Scientist,XPO Logistics,"High Point, NC",1,Job_1247,Senior
Geology/Geo-Data Scientist,Apple,"Albany, OR",1,Job_1248,Junior
Search and Information Retrieval Engineer / Data Scientist (...,Central Intelligence Agency,"Santa Clara Valley, CA",1,Job_1249,Junior
Undergraduate Internship/Co-op Program - Data Scientist,Ford Motor Company,"Washington, DC",1,Job_1250,Entry
Data Scientist / Software Developer,CoreCompete,"Boston, MA",1,Job_1251,Junior
Data Scientist,Seen by Indeed,"Conshohocken, PA",1,Job_1252,Junior
Data Scientist-Machine Learning Specialist,Atlas Research,"Washington, DC",1,Job_1253,Junior
Data Scientist,Avanade,"Atlanta, GA",1,Job_1254,Junior
"Data Scientist, Bioinformatics",PatientsLikeMe,"Cambridge, MA",1,Job_1255,Junior
Data Science Intern,NICE inContact,"Salt Lake City, UT",1,Job_1256,Entry
Machine Learning - C++/TI OMAP/Jacinto,TISS,"Peachtree City, GA",1,Job_1257,Junior
Senior Data Analyst,Halfaker and Associates,"Fort Bragg, NC",1,Job_1258,Senior
Data Scientist/ Data Architect,Northwood Global Solutions,"Herndon, VA",1,Job_1259,Junior
Data Science Platform Engineer,LOCKHEED MARTIN CORPORATION,"Orlando, FL",1,Job_1260,Junior
Scientist - NLP/Data Mining,SEMA4,"Stamford, CT",1,Job_1261,Junior
Statistician/Data Scientist,"FGS, LLC","Springfield, VA",1,Job_1262,Junior
"Data Scientist, Lead",Booz Allen Hamilton,"McLean, VA",1,Job_1263,Junior
Sr. Data Scientist,Rolls-Royce,"Coraopolis, PA",1,Job_1264,Senior
"Sr. Associate, Data Scientist Optimization - Machine Learnin...",KPMG,"Washington, DC",1,Job_1265,Senior
Data Scientist,Beyond Finance,"Santa Fe, NM",1,Job_1266,Junior
Data Scientist,NorthShore University HealthSystem,"Skokie, IL",1,Job_1267,Junior
Risk & Decision Analyst/Data Scientist,Rent-A-Center,"Plano, TX",1,Job_1268,Junior
Data Scientist,Sportradar,"Menlo Park, CA",1,Job_1269,Junior
Data Scientist,Cybernetic Search,"Los Angeles, CA",1,Job_1270,Junior
VP of Data Science,Degreed,NA,1,Job_1271,Junior
Genomics Data Scientist,AccuraGen,"Menlo Park, CA",1,Job_1272,Junior
Data Scientist Intern,ViaSat,"Carlsbad, CA",1,Job_1273,Entry
Data Scientist,Ranker,"Los Angeles, CA",1,Job_1274,Junior
Data Scientist,Conversion Logic,"Los Angeles, CA",1,Job_1275,Junior
"Data Scientist, Analytics - Instagram ML",Facebook,"New York, NY",1,Job_1276,Junior
Data Decision Scientist - Merchandising,Purchasing Power,"Atlanta, GA",1,Job_1277,Junior
"Data Scientist, Auction & Delivery Intern",Facebook,"Menlo Park, CA",1,Job_1278,Entry
"Product Analyst, Data Scientist",GoPro,"San Diego, CA",1,Job_1279,Junior
